x y
7.399999999999999 0.698825722115693
7.724999999999998 0.7159310374734498
8.049999999999997 0.7244798958531304
8.374999999999995 0.7254888296392337
8.699999999999994 0.7282525961836952
9.024999999999993 0.7304678384592327
9.34999999999999 0.7336288773719106
9.67499999999999 0.7420713636491425
9.99999999999999 0.7591606130160617
10.324999999999989 0.787843482027617
10.649999999999988 0.8261327054582457
10.974999999999985 0.8638535033428032
11.299999999999985 0.8947707038004498
11.624999999999984 0.9236063310537395
11.949999999999982 0.9426066410384124
12.27499999999998 0.9449693800426012
12.59999999999998 0.9253764338281979
12.92499999999998 0.900719381863647
13.249999999999979 0.9000848890570683
13.574999999999976 0.8796566207610058
13.899999999999975 0.8948238564223283
14.224999999999975 0.9201414968038522
14.549999999999972 0.9642276174504851
14.874999999999972 0.9995848378295653
15.19999999999997 1.009907591780332
